city,latitude,longitude,name,zip,state
Denver,39.84915,-104.99443,Burger King,80260,CO
Englewood,39.652861,-104.998608,Burger King,80110,CO
South San Francisco,37.649201,-122.452847,Round Table Pizza,94080,CA
New York,40.709762,-74.011824,Burger King,10006,NY
New York,40.753874,-73.991526,Dunkin' Donuts,10018,NY
Las Vegas,36.18013,-115.258,Little Caesars Pizza,89128,NV
Lancaster,34.69712,-118.17263,McDonald's,93536,CA
Lancaster,34.7132,-118.15121,Panda Express,93534,CA
Lancaster,34.704079,-118.146623,McDonald's,93534,CA
Lancaster,34.67638,-118.11286,McDonald's,93535,CA
Lancaster,34.689894,-118.172236,Panda Express,93536,CA
Lancaster,34.675,-118.1563,Carl's Jr.,93534,CA
Azusa,34.129253,-117.89306,KFC,91702,CA
Las Vegas,36.14308,-115.22561,Little Caesars Pizza,89146,NV
Lancaster,34.675266,-118.155634,Burger King,93534,CA
Las Vegas,36.11505,-115.26167,McDonald's,89147,NV
Las Vegas,36.1964,-115.24086,McDonald's,89108,NV
Atlanta,33.68817,-84.31103,Domino's Pizza,30316,GA
Nashville,36.18545,-86.74823,Burger King,37206,TN
Atlanta,33.845776,-84.32576,Papa John's Pizza,30329,GA
Atlanta,33.941355,-84.270072,Pizza Hut,30360,GA
Atlanta,33.922734,-84.313791,Subway,30338,GA
Atlanta,33.88565,-84.47257,Pizza Hut,30339,GA
Atlanta,33.841311,-84.315281,Waffle House,30329,GA
Las Vegas,36.091866,-115.17516,Johnny Rockets,89119,NV
Red Oak,33.6221,-84.5007,Domino's Pizza,30272,GA
Atlanta,33.960437,-84.300962,Pizza Hut,30350,GA
Atlanta,33.947197,-84.335702,Burger King,30338,GA
Atlanta,33.760366,-84.386641,Checkers,30303,GA
Atlanta,33.82803,-84.3305,Burger King,30329,GA
Atlanta,33.995873,-84.349807,Wingstop,30350,GA
Atlanta,33.87618,-84.45619,Little Caesars Pizza,30339,GA
Atlanta,33.765451,-84.528493,McDonald's,30336,GA
Atlanta,33.63564,-84.43328,McDonald's,30320,GA
Atlanta,33.7577,-84.50346,McDonald's,30331,GA
Egg Harbor City,39.52807,-74.643394,Luby's,8215,NJ
Bronx,40.852724,-73.826831,SUBWAY,10461,NY
Bronx,40.849316,-73.90469,SUBWAY,10457,NY
Kihei,20.750812,-156.455148,Domino's Pizza,96753,HI
Austin,30.45539,-97.82581,Papa John's Pizza,78726,TX
Panama City Beach,30.203714,-85.85357,Pizza Hut,32413,FL
New York,40.798258,-73.941459,Burger King,10029,NY
New York,40.76093,-73.96743,McDonald's,10022,NY
New York,40.718145,-73.986585,Burger King,10002,NY
New York,40.75124,-73.98043,Chipotle Mexican Grill,10016,NY
New York,40.731068,-73.98315,Subway,10003,NY
New York,40.70766,-74.00596,Subway,10038,NY
New York,40.79042,-73.94552,Subway,10029,NY
New York,40.784782,-73.94708,Subway,10027,NY
North Myrtle Beach,33.81828,-78.67186,McDonald's,29582,SC
Myrtle Beach,33.64494,-78.97341,SONIC Drive In,29575,SC
New York,40.732586,-73.99746,Domino's Pizza,10011,NY
New York,40.823376,-73.93795,Domino's Pizza,10039,NY
New York,40.85028,-73.93708,Pizza Hut,10033,NY
Myrtle Beach,33.712322,-78.899944,Subway,29577,SC
Myrtle Beach,33.68176,-78.9285,Steak 'n Shake,29577,SC
Asbury Park,40.217803,-74.000942,Mayfair Boardwalk Grill,7712,NJ
Orlando,28.539713,-81.150604,Burger King,32828,FL
Alsip,41.6909,-87.74083,Nino's Pizza,60803,IL
Orlando,28.5182,-81.4262,Domino's Pizza,32805,FL
Orlando,28.476013,-81.367885,Pizza Hut,32809,FL
Phoenix,33.50998,-112.08354,Papa Johns Pizza,85013,AZ
Long Branch,40.285,-73.9856,Domino's Pizza,7740,NJ
Queen Creek,33.281391,-111.685601,Burger King,85142,AZ
Queen Creek,33.233663,-111.685847,Burger King,85242,AZ
Egg Harbor Township,39.43484,-74.611435,Burger King,8234,NJ
Barnegat,39.7327,-74.2374,Domino's Pizza,8005,NJ
Toms River,39.963898,-74.18959,White Castle,8753,NJ
Asbury Park,40.22848,-74.00925,McDonald's,7712,NJ
Glendale,33.523843,-112.202157,Pizza Hut,85301,AZ
Chicago,41.88706,-87.62454,Subway,60601,IL
New York,40.74068,-73.98134,Little Caesars Pizza,10010,NY
Fresh Meadows,40.73892,-73.7881,Little Caesars Pizza,11365,NY
Dallas,32.928467,-96.82028,Five Guys,75240,TX
Chicago,41.881306,-87.630848,McDonald's,60603,IL
Chicago,41.97254,-87.74791,Subway,60630,IL
Chicago,41.79378,-87.80149,Subway,60638,IL
Chicago,41.9404,-87.8068,Domino's Pizza,60634,IL
Chicago,41.972,-87.7282,Domino's Pizza,60630,IL
Chicago,41.86569,-87.765386,McDonald's,60644,IL
Chicago,41.925031,-87.663536,Burger King,60614,IL
Chicago,41.974905,-87.72823,Pizza Hut,60630,IL
Chicago,41.88868,-87.629524,Subway,60654,IL
Phoenix,33.4797348,-111.9949779,Maria's Fry Bread & Mexican Food,85018,AZ
Gilbert,33.23434,-111.72317,Papa John's,85298,AZ
Peoria,33.597463,-112.219334,Domino's Pizza,85381,AZ
Phoenix,33.423364,-112.226012,Domino's Pizza,85043,AZ
New York,40.712948,-73.98925,McDonald's,10002,NY
New York,40.761196,-73.980576,Subway,10019,NY
Chicago,41.90378,-87.63307,Domino's Pizza,60610,IL
Seattle,47.702965,-122.32513,Five Guys,98125,WA
Chicago,41.80486,-87.76259,Burger King,60638,IL
Seattle,47.732912,-122.312543,Burger King,98125,WA
Phoenix,33.480785,-112.20288,Domino's Pizza,85033,AZ
Saint Simons Island,31.160165,-81.390485,Burger King,31522,GA
Chicago,41.953205,-87.78684,Burger King,60634,IL
Seattle,47.56031,-122.38539,Taco Del Mar,98116,WA
Chicago,41.97254,-87.74791,Dunkin' Donuts,60630,IL
Chicago,41.78931,-87.80132,Dunkin' Donuts,60638,IL
Kissimmee,28.333628,-81.48183,Wingstreet,34746,FL
Orlando,28.55757,-81.20696,Charleys Philly Steaks,32828,FL
Winter Garden,28.51822,-81.61875,Domino's Pizza,34787,FL
Honolulu,21.29414,-157.82838,Domino's Pizza,96826,HI
Honolulu,21.292393,-157.82361,Subway,96826,HI
Honolulu,21.302963,-157.8462,Burger King,96814,HI
Honolulu,21.34877,-157.87595,Jack in the Box,96819,HI
Honolulu,21.334482,-157.880676,Jack in the Box,96819,HI
Orlando,28.47264,-81.41374,Little Caesars Pizza,32809,FL
Queen Creek,33.24871,-111.62649,Pizza Hut,85142,AZ
Honolulu,21.288677,-157.80063,Dominos Pizza,96816,HI
Honolulu,21.29092,-157.8376,Subway,96814,HI
Dallas,32.81679,-96.870528,McDonald's,75247,TX
Honolulu,21.28805,-157.80946,Subway,96816,HI
Honolulu,21.28133,-157.81433,Pizza Hut,96816,HI
Honolulu,21.34877,-157.87595,Papa John’s Pizza,96819,HI
Honolulu,21.335938,-157.90996,Dominos Pizza,96819,HI
Seattle,47.687061,-122.312497,SUBWAY,98115,WA
Seattle,47.717739,-122.344896,SUBWAY,98133,WA
Seattle,47.4926,-122.24053,Pizza Hut,98178,WA
Seattle,47.724967,-122.344989,Burger King,98133,WA
Seattle,47.464206,-122.333893,Subway,98148,WA
Austin,30.281994,-97.742701,McDonald's,78701,TX
Austin,30.19339,-97.73961,SONIC Drive In,78744,TX
Panama City,30.183125,-85.65037,Waffle House,32405,FL
Panama City,30.17564,-85.68337,Burger King,32401,FL
Panama City,30.17016,-85.79218,Pizza Hut,32408,FL
Lexington,38.03283,-84.49377,Jimmy John's,40502,KY
Albuquerque,35.18203,-106.68786,Blake's Lotaburger,87114,NM
Lilburn,33.88759,-84.15787,Hardee's,30047,GA
Palm Beach Gardens,26.837344,-80.131882,Burger King,33418,FL
Greensboro,36.041,-79.8014,KFC,27406,NC
Pikesville,39.38907,-76.74007,Subway,21208,MD
Providence,41.860462,-71.4381,Subway,2904,RI
Greensboro,36.073073,-79.959841,Bojangles' Famous Chicken 'n Biscuits,27409,NC
San Ramon,37.7628,-121.9611,Baja Fresh,94583,CA
Hialeah,25.8835,-80.3392,KFC,33016,FL
Georgetown,33.392566,-79.289473,Bojangles' Famous Chicken 'n Biscuits,29440,SC
Gwynn Oak,39.33662,-76.713,McDonald's,21207,MD
Charleston,32.89465,-79.92403,Bojangles' Famous Chicken 'n Biscuits,29492,SC
Olympia,47.0021,-122.9093,KFC,98501,WA
Rockville,39.063139,-77.127082,Baja Fresh,20852,MD
Columbia,33.99643,-81.03283,Subway,29201,SC
Foley,30.37151,-87.68247,Hardee's,36535,AL
Orlando,28.5681,-81.223,Krystal,32817,FL
Chicago Heights,41.50573,-87.66087,Nick's Gyros,60411,IL
Buffalo,42.951152,-78.876333,Checkers,14207,NY
Quantico,38.51888,-77.3483,Subway,22134,VA
Denver,39.7437,-105.0253,KFC,80204,CO
Dayton,39.65983,-84.10994,KFC,45459,OH
Marysville,48.1523,-122.19483,QDOBA Mexican Eats,98271,WA
Saint Augustine,29.892253,-81.311072,South-A-Philly Steaks and Hoagies,32084,FL
Langhorne,40.179148,-74.879345,McDonald's,19047,PA
Perris,33.8162,-117.2266,Jack in the Box,92571,CA
Marietta,34.036665,-84.464572,Wendy's,30066,GA
Mills River,35.40157,-82.56992,Bojangles' Famous Chicken 'n Biscuits,28759,NC
La Vista,41.1767,-96.04376,Subway,68128,NE
Tacoma,47.243134,-122.528511,Taco Bell,98466,WA
Homestead,25.4877,-80.46,KFC,33033,FL
Glen Allen,37.66823,-77.45894,Subway,23059,VA
Greensboro,36.08313,-79.95559,Arby's,27409,NC
Kernersville,36.1117,-80.0874,KFC,27284,NC
Honolulu,21.299847,-157.84387,Jack in the Box,96814,HI
Overland Park,38.88357,-94.68602,KFC,66223,KS
Saint Louis,38.72723,-90.27669,Wendy's,63136,MO
Salt Lake City,40.70777,-112.02436,Jimmy John's,84120,UT
Reno,39.60483,-119.83671,Burger King,89506,NV
Mentor,41.67367,-81.325625,DQ Grill & Chill / Orange Julius,44060,OH
Memphis,35.02021,-89.93736,Lenny's Sub Shop,38118,TN
Fort Lauderdale,26.1209,-80.1865,KFC,33312,FL
Dayton,39.774668,-84.080082,Hardee's,45431,OH
Minneapolis,45.1092,-93.29947,McDonald's,55444,MN
Kenner,30.00635,-90.25073,Dominos Pizza,70062,LA
Saint Louis,38.748146602,-90.307919704,Popeye's,63135,MO
Sparks,39.54375,-119.73423,Domino's Pizza,89431,NV
Kernersville,36.1116,-80.0873,Hardee's,27284,NC
Bayonne,40.6645,-74.1175,KFC,7002,NJ
Bellefontaine,40.330809,-83.761371,Taco Bell,43311,OH
Kennewick,46.22035,-119.22468,Taco Bell,99336,WA
Kirksville,40.185961,-92.571955,Taco Bell,63501,MO
Joplin,37.084691,-94.543178,Taco Bell,64801,MO
Bartlesville,36.73996,-95.933863,Taco Bell,74006,OK
Bastrop,32.77866,-91.89223,Taco Bell,71220,LA
Newburgh,37.9762,-87.4048,Hardee's,47630,IN
Paris,38.205135,-84.257087,Hardee's,40361,KY
North Little Rock,34.800603,-92.255493,Hardee's,72116,AR
Shreveport,32.47939,-93.71921,Taco Bell,71105,LA
Shreveport,32.43122,-93.71468,Taco Bell,71105,LA
Soledad,36.41857,-121.32156,Taco Bell,93960,CA
Pontotoc,34.25118,-89.0173,Hardee's,38863,MS
Perryville,37.7321,-89.8625,Hardee's,63775,MO
Mountain Home,43.13391,-115.69714,Taco John's,83647,ID
Jackson,31.53814,-87.88643,Hardee's,36545,AL
Norwalk,41.48333,-93.67616,Taco John's,50211,IA
Newton,41.699154,-93.025426,Taco John's,50208,IA
Jefferson City,38.58377,-92.25273,Hardee's,65109,MO
Owatonna,44.06499,-93.22533,Taco John's,55060,MN
Jeffersonville,38.2727,-85.745,Hardee's,47130,IN
Knoxville,36.0008,-83.8746,Hardee's,37914,TN
Little Falls,45.97427,-94.33707,Taco John's,56345,MN
Maquoketa,42.06926,-90.68681,Taco John's,52060,IA
Pekin,40.569431,-89.644969,Hardee's,61554,IL
Rutherfordton,35.381727,-81.96257,Hardee's,28139,NC
Rogers,45.209957,-93.555756,Hardee's,55374,MN
Quincy,39.935239,-91.369321,Hardee's,62301,IL
Loxley,30.6194,-87.7527,Hardee's,36551,AL
Lexington,37.7758,-79.4327,Hardee's,24450,VA
Roanoke,37.347913,-79.952718,Hardee's,24019,VA
Zanesville,39.97795,-82.0156,Rally's Hamburgers,43701-1409,OH
Sheridan,34.307783,-92.399139,Hardee's,72150,AR
Greencastle,39.7854,-77.7121,Subway,17225,PA
Bethlehem,40.59362,-75.33895,Waffle House,18015,PA
Bellingham,48.78941,-122.51306,Five Guys,98226,WA
Atlanta,33.9263,-84.379,Five Guys,30328,GA
Charlottesville,38.08388,-78.47283,Hardee's,22901,VA
Auburn Hills,42.7002,-83.3076,Five Guys,48326,MI
Baker,35.269529,-116.069525,Jack in the Box,92309,CA
Gainesville,29.624502,-82.382645,Jimmy Johns,32608,FL
Staunton,38.152613,-79.074134,Hardee's,24401,VA
Arlington,32.7067,-97.1167,Waffle House,76013,TX
Augusta,33.468052,-82.076714,Waffle House,30909,GA
Indianapolis,39.82561,-86.12149,Popeyes Louisiana Kitchen,46218,IN
Jacksonville,34.86721,-92.12542,Popeyes Louisiana Kitchen,72076,AR
Claremore,36.31622,-95.62402,Taco Bueno,74017,OK
Willoughby,41.64088,-81.4065,Taco Local,44094,OH
Lexington,38.02811,-84.42153,Qdoba Mexican Grill,40509,KY
Cincinnati,39.0948,-84.2657,Five Guys,45245,OH
Lebanon,40.3046,-76.4238,Five Guys,17042,PA
Columbus,32.54208,-84.94917,Five Guys,31909,GA
Conshohocken,40.09611,-75.28765,Five Guys,19428,PA
Knoxville,35.859505,-84.07669,Five Guys,37922,TN
Dayton,39.7422,-84.1825,Five Guys,45409,OH
Knoxville,35.9008,-84.156,Five Guys,37923,TN
Gridley,39.35944,-121.6884,Taco Bell,95948,CA
Gulfport,30.453644,-89.1003,Taco Bell,39503,AL
Grayson,38.34039,-82.94291,Taco Bell,41143,KY
Greenbrier,35.23434,-92.38776,Taco Bell,72058,AR
Keyser,38.999409,-79.126589,Pizza Hut,26726,WV
Mcallen,26.241226,-98.23722,Stars Drive-In,78504,TX
Overland Park,38.88014,-94.66734,Firehouse Subs,66223-7899,KS
Meadville,41.6303,-80.15598,Taco Bell,16335,PA
Barrington,42.15396,-88.14325,Original Tracks,60010,IL
Medford,45.15054,-90.33366,Taco Bell,54451,WI
Memphis,35.1249,-90.05492,Taco Bell,38106,TN
Menomonie,44.89879,-91.93246,Taco Bell,54751,WI
Mexia,31.683672,-96.473933,Taco Bell,76667,TX
Mexico,39.173068,-91.891052,Taco Bell,65265,MO
Fairview Heights,38.597131,-89.983665,Panda Express,62208,IL
Chesterton,41.617601,-87.043461,Taco Bell,46304,IN
Chickasha,35.03213,-97.93535,Taco Bell,73018,OK
Chillicothe,40.913874,-89.489732,Taco Bell,61523,IL
Virginia Beach,36.81939,-76.11919,Taco Bell,23452,VA
Romulus,42.23829,-83.32703,Rally's Hamburgers,48174-2510,MI
Waco,31.532,-97.19404,Taco Bell,76710,TX
Washington Court House,39.546232,-83.427235,Taco Bell,43160,OH
Waterbury,41.56768,-73.00726,Taco Bell,6705,CT
Waterbury,41.581094,-73.033804,Taco Bell,6704,CT
Versailles,38.051992,-84.71942,Taco Bell,40383,KY
Cincinnati,39.149921,-84.627597,Taco Bell,45211,OH
Cincinnati,39.292092,-84.310686,Taco Bell,45249,OH
Claremore,36.31573,-95.62399,Taco Bell,74017,OK
Cleveland,33.758511,-90.715733,Taco Bell,38732,MS
Monteagle,35.238253,-85.849644,Hardee's,37356-2117,TN
Maysville,38.6413,-83.8192,Hardee's,41056,KY
Millsboro,38.57831,-75.28907,Hardee's,19966-4737,DE
Rockford,42.26515,-88.981544,Five Guys,61108,IL
Pocatello,42.90543,-112.45261,Five Guys,83201-4959,ID
Springdale,36.16764,-94.12654,Popeyes Louisiana Kitchen,72764,AR
Rehoboth Beach,38.7168,-75.07784,Five Guys,19971,DE
Rio Grande,39.02203,-74.8709,Five Guys,8242,NJ
Rehoboth Beach,38.71694,-75.0764,Thrasher's French Fries,19971,DE
Ruston,32.52363,-92.64451,Popeyes Louisiana Kitchen,71270,LA
Bemidji,47.49097,-94.88155,Hardee's,56601-2433,MN
Bluffton,40.741466,-85.171419,Hardee's,46714,IN
Quarryville,39.89534,-76.17442,Subway Citgo of Quarryville,17566-9116,PA
Lawrence,42.689294,-71.14899,Taco Bell,1843,MA
Michigan City,41.6729,-86.8939,Five Guys,46360,IN
Carthage,36.269473,-85.969155,Hardee's,37030,TN
Leesville,31.12497,-93.26792,Taco Bell,71446,LA
Lexington,37.776582,-79.433171,Taco Bell,24450,VA
Lewisburg,40.96129,-76.89256,Taco Bell,17837,PA
New London,41.36004,-72.11642,Taco Bell,6320,CT
Newport,35.608178,-91.252258,Taco Bell,72112,AR
Newton,41.6873,-93.07621,Taco Bell,50208,IA
Salem,37.63851,-91.53536,Taco Bell,65560,MO
Rutland,43.58408,-72.96861,Taco Bell,5701,VT
Salem,38.60033,-86.10018,Taco Bell,47167,IN
Saint Paul,45.0042,-93.1667,KFC,55113,MN
Chicago,41.866758,-87.710321,Taco Bell,60624,IL
Fargo,46.83973,-96.86286,Taco John's,58104,ND
Raleigh,35.8362,-78.581,KFC,27604,NC
Fort Lauderdale,26.045,-80.3123,KFC,33330,FL
New York,40.72647,-73.98591,McDonald's,10009,NY
New York,40.70478,-74.00652,Fuku,10005,NY
Gaithersburg,39.17209,-77.1533,McDonalds,20879,MD
Eglin Afb,30.4834,-86.5091,Burger King,32542,FL
Panama City,30.1506,-85.5907,SONIC Drive In,32404,FL
Kent,47.4407,-122.22222,Baja Fresh,98032-1030,WA
Silver Spring,39.0909,-77.0471,McDonald's,20906,MD
Rockville,39.05349,-77.10454,Boston Market,20852,MD
Rehoboth Beach,38.71672,-75.07846,Capriotti's Sandwich Shop,19971,DE
Seaford,38.652297,-75.59365,Arby's,19973,DE
Selbyville,38.45947,-75.23287,McDonald's,19975,DE
Millsboro,38.63372,-75.19405,McDonald's,19966,DE
Rehoboth Beach,38.72909,-75.13136,Taco Bell,19971,DE
Selbyville,38.455046,-75.233924,Arby's,19975,DE
Woodside,39.070746,-75.554285,Arby's,19980,DE
Harrington,38.9257,-75.56498,Domino's Pizza,19952,DE
Dover,39.17019,-75.51793,Domino's Pizza,19901,DE
Camden Wyoming,39.10046,-75.54637,Domino's Pizza,19934,DE
Newark,39.68268,-75.74493,Burger King,19711,DE
Bonita Springs,26.3243,-81.8064,Taco Bell,34134,FL
Fort Myers,26.547153,-81.80055,Waffle House,33912,FL
Jacksonville,30.2456,-81.599,Waffle House,32216,FL
Melbourne,28.1476,-80.6719,Burger King,32935,FL
Tallahassee,30.44104,-84.31994,McDonalds,32304,FL
Port Saint Lucie,27.3123,-80.3929,Burger King,34986,FL
Naples,26.2732,-81.8022,McDonald's,34110,FL
Brunswick,31.217,-81.5178,Wendy's,31520,GA
Albany,31.598988,-84.176389,Krystal,31701,GA
Brunswick,31.1979,-81.4856,SONIC Drive In,31520,GA
Athens,33.92417,-83.34074,Burger King,30605,GA
Athens,33.961899,-83.395299,Krystal,30606,GA
Brunswick,31.1575,-81.4797,McDonalds,31520,GA
Saint Paul,45.01307,-93.16981,Panera Bread,55113,MN
Eldon,38.344906,-92.581825,Eldon Drive In,65026,MO
Savannah,31.9915,-81.1308,Krystal,31406,GA
Lagrange,32.9914,-85.0291,Arby's,30240,GA
Lagrange,33.048956,-85.026821,Krystal,30240,GA
Rome,34.27156,-85.22555,Burger King,30165,GA
Austell,33.80496,-84.63687,Dominos Pizza,30168,GA
Statesboro,32.412,-81.767,McDonald's,30458,GA
Syracuse,41.420929,-85.747599,Penguin Point,46567,IN
Hebron,39.088303,-84.71089,Penn Station East Coast Subs,41048,KY
Knoxville,35.89636,-84.13357,Petro's Chili & Chips,37922,TN
Memphis,35.119273,-89.908347,Back Yard Burgers,38117,TN
Detroit,42.343338,-83.21957,Taco Bell,48228,MI
Los Angeles,34.04654,-118.25596,The Halal Guys,90014,CA
Pasadena,34.1597,-118.1329,McDonald's,91104,CA
Santa Maria,34.934063,-120.418775,Taco Bell,93454,CA
West Palm Beach,26.7072,-80.165,Jimmy John's,33411,FL
Boise,43.58986,-116.2377,Pizza Hut,83705,ID
Sequim,48.08005,-123.11811,Burger King,98382,WA
Hillsville,36.7508,-80.7494,Burger King,24343,VA
Saint Johnsbury,44.412902,-72.01748,Subway,5819,VT
Edinburg,26.2668,-98.201,Burger King,78539,TX
Richmond,37.506074,-77.598438,Arby's,23235,VA
Cottage Grove,43.105511,-89.198685,Arby's,53527,WI
Hyattsville,38.93153,-76.90149,Ny Chicken Fish,20785,MD
Farmington,40.98847,-111.91037,McDonald's,84025,UT
Ogden,41.26871,-111.97551,McDonald's,84404,UT
Bountiful,40.88431,-111.885435,Carl's Jr.,84010,UT
Moody,33.573758,-86.518429,Bojangles' Famous Chicken 'n Biscuits,35004,AL
Jacksonville,34.88394,-92.10688,Subway,72076,AR
Manteca,37.79709,-121.19426,McDonald's,95336,CA
Sonoma,38.3031,-122.477,McDonald's,95476,CA
Iron Mountain,45.80899,-88.05204,Taco Bell,49801,MI
Iron Mountain,45.8156,-88.0643,Wendy's,49801,MI
Taylorsville,35.92153,-81.18525,McDonald's,28681,NC
Salisbury,35.6595,-80.462,Bojangles' Famous Chicken 'n Biscuits,28144,NC
Pisgah Forest,35.2759,-82.7022,Taco Bell,28768,NC
Rockingham,34.9208,-79.7492,McDonald's,28379,NC
Salisbury,35.6628,-80.5006,McDonald's,28144,NC
Wilson,35.7532,-77.9303,McDonald's,27893,NC
Lexington,35.7834,-80.2596,Arby's,27292,NC
Booneville,34.67648,-88.5618,Domino's Pizza,38829,MS
Jamestown,46.90149,-98.70773,Quiznos,58401,ND
Mount Airy,36.4786,-80.61704,Burger King,27030,NC
Minot,48.2019,-101.2968,KFC,58701,ND
Saint Louis,38.577081,-90.406467,McDonald's,63122,MO
Florissant,38.79599,-90.23186,McDonald's,63033,MO
North Easton,42.0233,-71.1193,Burger King,2356,MA
Osseo,45.0943,-93.4293,Chick-fil-A,55369,MN
Minneapolis,45.050488,-93.36073,Burger King,55428,MN
Randleman,35.8219,-79.8244,Wendy's,27317,NC
Eden,36.48366,-79.73851,Arby's,27288,NC
Greenville,35.6023,-77.398,Hardee's,27834,NC
Wahpeton,46.2636,-96.60527,Domino's Pizza,58075,ND
La Grange,41.793075,-87.868794,Jimmy John's,60525,IL
Fairhope,30.524323,-87.886803,Arby's,36532,AL
Reno,39.466673,-119.786199,Subway,89511,NV
La Mesa,32.7765,-117.0203,Chick-Fil-A,91942,CA
Saint Johns,30.06602,-81.49424,McDonald's,32259,FL
Wenatchee,47.440375,-120.324854,Taco Bell,98801,WA
Grosse Pointe,42.435377,-82.908547,Boston Market,48236,MI
Columbus,39.958945,-83.092816,Taco Bell,43204,OH
Goshen,39.230265,-84.157713,McDonald's,45122,OH
Latonia,39.04573,-84.5048,McDonald's,41015,KY
Cincinnati,39.095765,-84.609175,McDonald's,45238,OH
Cincinnati,39.16097,-84.40454,Rally's,45227,OH
Florence,38.956768,-84.629193,Taco Bell,41042,KY
Newport,39.0231,-84.44242,Bob Evans,41076,KY
Cincinnati,39.29121,-84.30123,Boston Market,45249,OH
Wenatchee,47.44905,-120.33216,SONIC Drive In,98801,WA
Palm Springs,33.817629,-116.5288,Carl's Jr.,92262,CA
Brazil,39.524512001,-87.122699227,Hardee's / Red Burrito,47834,IN
Wentzville,38.821684,-90.850965,Jack in the Box,63385,MO
Latonia,39.039823,-84.507939,Wendy's,41015,KY
Cincinnati,39.0948,-84.6097,Arby's,45238,OH
Cincinnati,39.0934,-84.6185,White Castle,45238,OH
Batesville,39.30632,-85.21697,Taco Bell,47006,IN
Crown Point,41.428707,-87.36494,Arby's,46307,IN
Ft Mitchell,39.0325,-84.5371,White Castle,41017,KY
Alexandria,38.985426,-84.402603,McDonald's,41001,KY
Hebron,39.05544,-84.65603,Chick-Fil-A,41048,KY
Hebron,39.0778,-84.70818,SONIC Drive In,41048,KY
Newport,39.01056,-84.46939,McDonald's,41076,KY
Hebron,39.08559,-84.71157,Jimmy John's,41048,KY
Ft Mitchell,39.0258,-84.5806,Panera Bread,41017,KY
Wayne,42.283035,-83.363568,White Castle,48184,MI
Murfreesboro,35.87469,-86.35361,Sonic Drive-In,37130,TN
Newport Beach,33.6163,-117.9105,McDonald's,92660,CA
Sanford,28.8111,-81.2736,McDonald's,32771,FL
Fort Lauderdale,26.13665,-80.161384,Burger King,33311,FL
Fort Lauderdale,26.18683,-80.1841,Burger King,33309,FL
Orlando,28.451932,-81.362379,Burger King,32809,FL
Saint Augustine,29.9028,-81.32,McDonald's,32084,FL
Saint Petersburg,27.8067,-82.6387,Burger King,33703,FL
Bradenton,27.4847,-82.4313,McDonald's,34212,FL
Auburndale,28.0535,-81.7766,McDonald's,33823,FL
Cedar Falls,42.54029,-92.47479,Thunder Ridge Ampride,50613,IA
Groton,41.368915,-72.068946,Panera Bread,6340,CT
Indianola,41.3641,-93.5578,Arby's,50125,IA
West Haven,41.2754,-72.9526,Burger King,6516,CT
Newington,41.6611,-72.7216,Arby's,6111,CT
Pooler,32.111294,-81.236404,McDonald's,31322,GA
Baldwin,44.941036,-92.373015,Subway,54002,WI
Baldwin,44.93943,-92.37225,Culver's,54002,WI
Provo,40.2567,-111.6468,Chick-fil-A,84602,UT
North Canton,40.86009,-81.43242,Panda Express,44720,OH
Collinsville,38.69132,-89.97683,McDonald's,62234,IL
Compton,33.8776,-118.218,McDonald's,90220,CA
Mandeville,30.36414,-90.06261,Taco Bell,70448,LA
Baytown,29.736231,-94.977195,Jack in the Box,77520,TX
Rosamond,34.864471,-118.177732,Taco Bell,93560,CA
Columbus,39.9432,-83.0804,Wendy's,43204,OH
Monroe,39.44112,-84.34548,Jimmy John's,45050,OH
Oklahoma City,35.435702,-97.485241,McDonald's,73129,OK
Placerville,38.7279,-120.8079,KFC,95667,CA
Pacoima,34.2577,-118.4329,McDonalds,91331,CA
Memphis,35.09655,-90.05621,McDonald's,38109,TN
Tampa,27.9621,-82.4023,McDonald's,33619,FL
Fairfield,41.00689,-91.97236,Taco John's,52556,IA
Brattleboro,42.85586,-72.55979,SUBWAY,5301,VT
Monticello,33.63557,-91.80215,McDonald's,71655,AR
Canon City,38.44849,-105.21493,Jimmy John's,81212,CO
Sedalia,38.70414,-93.25099,Taco Bell,65301,MO
Kansas City,39.1679,-94.49521,Waffle House,64117,MO
Louisville,38.263957,-85.575526,McDonald's,40223,KY
Sandy,40.57749,-111.87207,Subway,84070,UT
Ogden,41.1766,-112.0055,Wendy's,84405,UT
Spanish Fork,40.1253,-111.6441,Taco Time,84660,UT
Spokane,47.66873,-117.24039,Dairy Queen,99206,WA
Port Arthur,29.9421,-93.9899,McDonald's,77640,TX
Brownsville,25.9212,-97.4915,McDonalds,78520,TX
Buford,34.097703,-84.012426,Waffle House,30518,GA
Birmingham,33.532515,-86.704859,Waffle House,35210,AL
Atlanta,33.8876,-84.3136,Waffle House,30341,GA
Universal City,34.13615,-118.35416,Taco Bell,91608,CA
Hickory,35.721604554,-81.361999511,Captain D's,28602,NC
Detroit,42.44689,-83.06413,Checkers,48234,MI
Stigler,35.25323,-95.12066,Pizza Hut,74462,OK
Selden,40.863,-73.0528,Five Guys,11784,NY
Cincinnati,39.151239,-84.627309,Burger King,45211,OH
Cincinnati,39.15575,-84.62973,Taco Bell,45211,OH
Coos Bay,43.36168,-124.21272,McDonald's,97420,OR
Fort Lauderdale,26.10046,-80.13453,Subway,33316,FL
Chippewa Falls,44.88349,-91.42729,Burger King,54729,WI
